Plot BID,date,count,AWF,AWF_MIN,AWF_MAX,AWF_SD,AWF_CNT,FRAREA,FRAREA_MIN,FRAREA_MAX,FRAREA_SD,FRAREA_CNT,FRPER,FRPER_MIN,FRPER_MAX,FRPER_SD,FRPER_CNT,FRWMH,FRWMH_MIN,FRWMH_MAX,FRWMH_SD,FRWMH_CNT,FRMAXW,FRMAXW_MIN,FRMAXW_MAX,FRMAXW_SD,FRMAXW_CNT,FWSD,FWSD_MIN,FWSD_MAX,FWSD_SD,FWSD_CNT,FRMHMW,FRMHMW_MIN,FRMHMW_MAX,FRMHMW_SD,FRMHMW_CNT,FRMH,FRMH_MIN,FRMH_MAX,FRMH_SD,FRMH_CNT,FHSD,FHSD_MIN,FHSD_MAX,FHSD_SD,FHSD_CNT,FRSPH,FRSPH_MIN,FRSPH_MAX,FRSPH_SD,FRSPH_CNT,FRSIEMAX,FRSIEMAX_MIN,FRSIEMAX_MAX,FRSIEMAX_SD,FRSIEMAX_CNT,FRSIEMID,FRSIEMID_MIN,FRSIEMID_MAX,FRSIEMID_SD,FRSIEMID_CNT,FRCSI,FRCSI_MIN,FRCSI_MAX,FRCSI_SD,FRCSI_CNT,FRPB,FRPB_MIN,FRPB_MAX,FRPB_SD,FRPB_CNT,FRDB,FRDB_MIN,FRDB_MAX,FRDB_SD,FRDB_CNT,FRSTRI,FRSTRI_MIN,FRSTRI_MAX,FRSTRI_SD,FRSTRI_CNT,FRELIP,FRELIP_MIN,FRELIP_MAX,FRELIP_SD,FRELIP_CNT,FRRECT,FRRECT_MIN,FRRECT_MAX,FRRECT_SD,FRRECT_CNT,FWID01,FWID01_MIN,FWID01_MAX,FWID01_SD,FWID01_CNT,FWID02,FWID02_MIN,FWID02_MAX,FWID02_SD,FWID02_CNT,FWID03,FWID03_MIN,FWID03_MAX,FWID03_SD,FWID03_CNT,FWID04,FWID04_MIN,FWID04_MAX,FWID04_SD,FWID04_CNT,FWID05,FWID05_MIN,FWID05_MAX,FWID05_SD,FWID05_CNT,FWID06,FWID06_MIN,FWID06_MAX,FWID06_SD,FWID06_CNT,FWID07,FWID07_MIN,FWID07_MAX,FWID07_SD,FWID07_CNT,FWID08,FWID08_MIN,FWID08_MAX,FWID08_SD,FWID08_CNT,FWID09,FWID09_MIN,FWID09_MAX,FWID09_SD,FWID09_CNT,FHT01,FHT01_MIN,FHT01_MAX,FHT01_SD,FHT01_CNT,FHT02,FHT02_MIN,FHT02_MAX,FHT02_SD,FHT02_CNT,FHT03,FHT03_MIN,FHT03_MAX,FHT03_SD,FHT03_CNT,FHT04,FHT04_MIN,FHT04_MAX,FHT04_SD,FHT04_CNT,FHT05,FHT05_MIN,FHT05_MAX,FHT05_SD,FHT05_CNT,FHT06,FHT06_MIN,FHT06_MAX,FHT06_SD,FHT06_CNT,FHT07,FHT07_MIN,FHT07_MAX,FHT07_SD,FHT07_CNT,FHT08,FHT08_MIN,FHT08_MAX,FHT08_SD,FHT08_CNT,FHT09,FHT09_MIN,FHT09_MAX,FHT09_SD,FHT09_CNT,FEXTL,FEXTL_MIN,FEXTL_MAX,FEXTL_SD,FEXTL_CNT,FEXTA,FEXTA_MIN,FEXTA_MAX,FEXTA_SD,FEXTA_CNT,FEXTB,FEXTB_MIN,FEXTB_MAX,FEXTB_SD,FEXTB_CNT,SFEXTL_SD_AVG,SFEXTL_SD_SD,SFEXTA_SD_AVG,SFEXTA_SD_SD,SFEXTB_SD_AVG,SFEXTB_SD_SD,FEXTHUE,FEXTHUE_MIN,FEXTHUE_MAX,FEXTHUE_SD,FEXTHUE_CNT,SFEXTHUE_SD_AVG,SFEXTHUE_SD_SD,FEXTCHR,FEXTCHR_MIN,FEXTCHR_MAX,FEXTCHR_SD,FEXTCHR_CNT,SFEXTCHR_SD_AVG,SFEXTCHR_SD_SD,GRWT
SHIFTP00000000879561953097230,230321,1,0.2443,0.1753,0.2864,0.0405,7,97.8604,70.2419,114.7354,16.239,7,40.1935,32.7883,45.1166,4.469,7,10.2585,8.3984,12.207,1.1118,7,10.4771,8.4961,12.4349,1.1757,7,1.1624,0.6654,2.6456,0.676,7,10.3965,8.7877,11.3915,1.1032,7,11.2287,9.4712,12.5306,1.1649,7,1.1762,0.617,2.3056,0.5341,7,12.7893,10.327,16.0517,1.9301,7,1.076,0.9449,1.1525,0.0921,7,1.0169,0.857,1.0916,0.0881,7,1.2455,1.0071,1.315,0.1098,7,0.8969,0.696,0.9806,0.0958,7,0.8798,0.8107,0.9429,0.0486,7,1.0183,0.8586,1.0952,0.0845,7,0.901,0.8835,0.9269,0.0172,7,0.8024,0.6806,0.8542,0.0582,7,7.3614,6.4453,8.1705,0.7507,7,9.0029,7.5195,9.8958,0.836,7,9.9423,7.8776,11.6862,1.1905,7,10.2818,8.1705,12.3372,1.2446,7,10.2585,8.3984,12.207,1.1118,7,10.0725,8.4635,11.8489,1.0107,7,9.8586,8.4635,11.1653,0.8494,7,9.1239,8.2356,10.0586,0.6485,7,7.2591,4.2969,8.8541,1.4651,7,8.2856,5.1099,10.1872,1.764,7,10.0152,8.4622,11.7169,1.3666,7,10.8568,8.983,12.5306,1.1732,7,10.8056,8.9504,11.6844,1.0804,7,10.3965,8.7877,11.3915,1.1032,7,10.5174,9.0806,12.433,1.1788,7,10.4616,8.8203,12.2377,1.4431,7,9.7316,7.4858,11.5868,1.5298,7,7.5788,5.3377,9.2759,1.4064,7,0.3181,0.2872,0.3632,0.0231,7,0.4326,0.4275,0.439,0.0043,7,0.5842,0.568,0.5995,0.0117,7,0.0694,0.0178,0.0147,0.0026,0.0274,0.0096,0.2684,0.2559,0.2809,0.0094,7,0.0379,0.0042,0.5144,0.5079,0.5216,0.0052,7,0.01,0.0048,1.71
SHIFTP00000000879561953097231,230321,1,0.2088,0.1765,0.2487,0.0225,16,85.6903,72.4567,102.0763,9.2528,16,38.4365,34.9031,42.6051,2.2642,16,9.8571,8.6263,11.1653,0.7717,16,10.0402,8.6588,11.2304,0.7893,16,1.3022,0.812,1.899,0.2917,16,10.0631,8.0391,11.6519,1.0288,16,10.468,8.6901,12.1401,1.0689,16,1.2213,0.6365,1.8115,0.2977,16,12.4877,10.2737,14.6797,1.2793,16,1.0501,0.817,1.3356,0.1479,16,1.0277,0.8103,1.3084,0.1429,16,1.2751,1.0689,1.6467,0.1768,16,0.9024,0.7718,1.0032,0.0686,16,0.8248,0.7078,0.9069,0.052,16,1.1006,0.851,1.4174,0.1345,16,0.917,0.8779,0.9517,0.0235,16,0.7921,0.749,0.8604,0.0275,16,6.2805,4.0039,8.1054,1.1089,16,8.1339,6.901,9.8307,0.8593,16,9.0779,7.7474,10.8073,0.9324,16,9.6049,8.2682,11.1002,0.8828,16,9.8571,8.6263,11.1653,0.7717,16,9.8531,8.5612,10.97,0.6847,16,9.5235,8.5286,10.5143,0.6371,16,8.8704,7.7474,10.0586,0.6855,16,7.1553,5.4687,9.0494,1.185,16,7.1726,5.7934,8.6575,0.8939,16,9.1091,7.5509,10.4151,0.9115,16,9.8699,8.4622,11.6844,1.0059,16,10.0876,8.4297,12.0424,1.0756,16,10.0631,8.0391,11.6519,1.0288,16,9.9736,8.2019,11.8146,1.0329,16,9.756,7.8438,11.7169,1.1313,16,9.0501,6.8349,11.1636,1.0942,16,6.9712,5.0773,9.1457,1.0391,16,0.3479,0.305,0.4302,0.0299,16,0.4224,0.4097,0.4335,0.0063,16,0.6058,0.5781,0.6422,0.0179,16,0.0777,0.0156,0.0156,0.0013,0.0305,0.0054,0.2578,0.239,0.2778,0.0112,16,0.0388,0.0043,0.5228,0.5113,0.5392,0.0081,16,0.0114,0.003,3.34
SHIFTP00000000879561953097232,230321,1,0.22,0.1768,0.2526,0.0289,5,98.9004,79.4789,113.5578,12.9944,5,40.841,35.9381,43.1463,2.8542,5,10.0651,9.082,10.8724,0.7324,5,10.2929,9.375,10.97,0.5897,5,1.172,0.8516,1.5249,0.2919,5,11.2418,9.5363,12.5957,1.2155,5,11.6128,9.6665,13.0188,1.3347,5,1.3157,0.9692,1.969,0.4079,5,13.7665,12.0163,15.0402,1.243,5,1.1299,0.9518,1.2845,0.1324,5,1.1172,0.9998,1.222,0.0941,5,1.3692,1.2599,1.4999,0.1027,5,0.9181,0.7725,1.0239,0.1009,5,0.8442,0.8037,0.8777,0.0326,5,1.0896,0.9021,1.2552,0.1344,5,0.9235,0.8906,0.9514,0.0237,5,0.8076,0.7805,0.8404,0.0279,5,6.914,5.7617,8.0403,0.8208,5,8.4961,7.7799,9.3099,0.6982,5,9.388,8.5286,10.4492,0.7729,5,9.8632,9.0169,10.8724,0.7748,5,10.0651,9.082,10.8724,0.7324,5,10.0651,9.2122,10.4492,0.5221,5,9.8242,9.3424,10.1562,0.3501,5,9.1862,8.3984,9.7656,0.5003,5,7.4218,6.5429,7.9752,0.5891,5,8.1042,6.6721,8.9504,0.8821,5,10.1221,8.3321,10.8382,1.0199,5,10.9944,9.0481,12.2702,1.2796,5,11.2678,9.341,12.9212,1.3994,5,11.2418,9.5363,12.5957,1.2155,5,11.3719,9.6339,12.7259,1.1804,5,11.1051,8.8854,12.3353,1.4218,5,10.2198,8.1042,11.3915,1.3138,5,7.8959,6.0538,9.5363,1.362,5,0.3605,0.3254,0.4119,0.0351,5,0.4197,0.4113,0.427,0.0063,5,0.6107,0.5967,0.6281,0.0136,5,0.0747,0.0097,0.0148,0.0015,0.0285,0.0044,0.254,0.2468,0.2606,0.0058,5,0.0352,0.0043,0.5244,0.5185,0.5313,0.0055,5,0.0106,0.0021,1.1
SHIFTP00000000879561953097233,230321,1,0.19,0.1547,0.2399,0.0254,9,81.5096,66.3568,102.8958,10.9037,9,38.4936,34.9563,47.4311,3.726,9,9.5052,7.5846,10.4817,1.1037,9,9.8452,7.6172,11.2304,1.1708,9,1.4143,0.5841,2.3198,0.5963,9,10.0968,8.5924,12.8561,1.1908,9,10.5055,9.5363,13.1165,1.0677,9,1.4739,0.7679,2.3708,0.4939,9,12.9838,11.5268,15.8368,1.2281,9,1.078,0.8745,1.363,0.1428,9,1.0709,0.8515,1.2316,0.1372,9,1.3747,1.1967,1.5198,0.1249,9,0.907,0.7079,1.0526,0.1111,9,0.8288,0.7516,0.9352,0.0724,9,1.1011,0.8321,1.3648,0.1615,9,0.8956,0.8193,0.9562,0.0461,9,0.7653,0.6938,0.8443,0.0442,9,5.7979,3.6458,6.9661,1.036,9,7.8161,6.9987,8.7239,0.5184,9,8.7058,7.3893,9.733,0.8048,9,9.1616,7.5195,10.2864,1.014,9,9.5052,7.5846,10.4817,1.1037,9,9.6209,7.5846,11.0677,1.1785,9,9.3135,7.4218,11.1979,1.2671,9,8.572,7.2591,10.3515,1.1333,9,6.4561,4.6875,8.789,1.289,9,7.0953,5.3052,8.6575,1.3017,9,8.8673,6.9976,11.1311,1.3137,9,9.8581,8.9504,12.4981,1.0531,9,10.2379,8.8528,13.0839,1.1481,9,10.0968,8.5924,12.8561,1.1908,9,9.3555,7.6486,11.0986,1.0404,9,9.2542,7.4858,10.8707,0.9059,9,8.4803,6.5094,9.6665,1.0265,9,6.2563,3.9056,7.8113,1.3604,9,0.3386,0.2799,0.3979,0.0441,9,0.4326,0.4105,0.5238,0.0353,9,0.606,0.565,0.6315,0.0216,9,0.0775,0.0128,0.0216,0.0161,0.0318,0.0042,0.2417,0.1514,0.2688,0.0348,9,0.0479,0.0264,0.5276,0.5143,0.5453,0.0089,9,0.0159,0.011,1.71
SHIFTP00000000879561953097234,230321,1,0.2214,0.1792,0.2634,0.0363,7,94.72,76.6464,112.6748,15.5386,7,39.9815,35.898,44.1186,3.5954,7,10.4864,9.3099,11.5885,0.8067,7,10.6166,9.5052,11.8815,0.8221,7,1.3174,0.8903,1.7716,0.3478,7,10.5127,8.4622,13.4094,1.6918,7,10.8521,8.9179,13.4745,1.5035,7,1.2051,0.6374,1.7462,0.397,7,12.9385,10.4619,16.5211,2.1509,7,1.0233,0.8588,1.2855,0.1305,7,1.002,0.8227,1.2833,0.1396,7,1.2325,1.0171,1.5811,0.1746,7,0.8822,0.7933,0.9684,0.0741,7,0.8623,0.8132,0.91,0.0372,7,1.0236,0.8718,1.1047,0.0816,7,0.9223,0.889,0.9589,0.0296,7,0.7938,0.7645,0.8412,0.0277,7,6.9847,6.4778,7.487,0.413,7,9.0262,8.138,9.6679,0.5358,7,9.9377,8.8867,10.8073,0.677,7,10.3515,9.1471,11.3606,0.7576,7,10.4864,9.3099,11.5885,0.8067,7,10.3934,9.3099,11.8489,0.9155,7,10.0539,8.7565,11.4908,0.908,7,9.2448,7.7474,10.5143,0.9829,7,7.2544,5.306,9.1797,1.5139,7,7.7602,6.3792,10.057,1.2108,7,9.5316,7.9089,11.0335,1.2324,7,10.35,8.2019,11.9773,1.2975,7,10.615,8.3971,13.149,1.5786,7,10.5127,8.4622,13.4094,1.6918,7,10.1593,8.5273,12.4655,1.304,7,9.8106,8.625,11.9448,1.1492,7,8.9876,8.0717,10.7405,0.9763,7,7.3138,6.3467,8.7877,0.8606,7,0.3256,0.2585,0.3967,0.0481,7,0.4336,0.4141,0.4558,0.0131,7,0.5988,0.5704,0.6251,0.0176,7,0.0717,0.0134,0.0185,0.0028,0.0297,0.0048,0.2438,0.2282,0.2567,0.0101,7,0.0438,0.0055,0.5234,0.5166,0.5315,0.0058,7,0.0109,0.0022,1.55
SHIFTP00000000879561953097235,230321,1,0.18,0.171,0.189,0.0127,2,80.955,76.9277,84.9823,5.6955,2,35.4856,33.8115,37.1596,2.3675,2,8.8704,8.7239,9.0169,0.2072,2,8.9355,8.7565,9.1146,0.2532,2,1.0034,0.9504,1.0565,0.075,2,10.3174,10.2198,10.4151,0.1381,2,10.8544,10.6754,11.0335,0.2532,2,1.1038,0.8069,1.4006,0.4198,2,12.2803,12.1775,12.3831,0.1453,2,1.2148,1.2105,1.2191,0.0061,2,1.1636,1.1334,1.1939,0.0427,2,1.3846,1.3733,1.3959,0.016,2,0.9223,0.8843,0.9603,0.0537,2,0.787,0.7799,0.7942,0.0102,2,1.1715,1.134,1.2091,0.0531,2,0.9163,0.8905,0.9421,0.0364,2,0.8158,0.8067,0.8249,0.0129,2,5.7617,5.4687,6.0547,0.4143,2,6.9824,6.8034,7.1614,0.2532,2,8.0892,7.9752,8.2031,0.1611,2,8.7077,8.6914,8.7239,0.023,2,8.8704,8.7239,9.0169,0.2072,2,8.8053,8.5612,9.0494,0.3453,2,8.5612,8.2031,8.9192,0.5064,2,8.1868,7.7148,8.6588,0.6675,2,7.4056,6.7057,8.1054,0.9898,2,7.1766,6.1188,8.2344,1.4959,2,9.4061,8.7552,10.057,0.9206,2,10.3337,9.7641,10.9033,0.8055,2,10.4313,10.1221,10.7405,0.4373,2,10.3174,10.2198,10.4151,0.1381,2,10.3988,10.2198,10.5778,0.2532,2,10.4802,10.3174,10.6429,0.2301,2,9.9269,9.7316,10.1221,0.2762,2,8.4948,8.0717,8.9179,0.5984,2,0.3515,0.3294,0.3736,0.0312,2,0.4202,0.4145,0.4258,0.0079,2,0.6049,0.5945,0.6153,0.0147,2,0.0736,0.0044,0.0154,0.0009,0.0293,0.0034,0.2615,0.2577,0.2653,0.0054,2,0.0389,0.0033,0.5212,0.5174,0.5251,0.0054,2,0.0106,0.002,0.36
SHIFTP00000000879561953097236,230321,1,0.1975,0.1586,0.2437,0.0378,4,84.1497,67.5964,103.8139,16.1208,4,38.5299,34.591,44.4836,4.2543,4,9.7981,8.431,12.1744,1.7325,4,10.0748,9.0169,12.207,1.5039,4,1.2699,0.7336,1.6697,0.4213,4,9.756,8.625,10.8707,0.9546,4,10.171,8.983,11.066,0.8735,4,1.0844,0.7061,1.666,0.41,4,12.2926,10.6766,14.5757,1.6483,4,1.023,0.8559,1.2273,0.1533,4,1.0195,0.7753,1.2894,0.2104,4,1.2886,0.9636,1.7288,0.3196,4,0.9188,0.8556,1.0114,0.0762,4,0.8436,0.7803,0.9023,0.056,4,1.0945,0.9756,1.2961,0.1393,4,0.9037,0.8897,0.909,0.0094,4,0.7963,0.7364,0.8629,0.0527,4,6.372,4.1341,8.431,2.0072,4,8.317,6.7057,10.677,1.8933,4,9.1715,7.5846,11.5885,1.8098,4,9.5215,7.9427,12.1093,1.8991,4,9.7981,8.431,12.1744,1.7325,4,9.9446,8.8541,11.914,1.406,4,9.6761,8.4961,11.3932,1.2706,4,8.9599,7.2265,10.4166,1.3535,4,7.1533,5.2083,8.5937,1.4348,4,7.2336,5.7934,8.2019,1.045,4,9.0155,8.0066,9.6339,0.7096,4,9.8618,8.9179,10.5778,0.7056,4,10.0896,8.8203,11.0009,0.9163,4,9.756,8.625,10.8707,0.9546,4,9.4387,8.5924,10.0245,0.6955,4,9.1701,8.5599,9.9269,0.6549,4,8.5192,7.4858,9.5688,0.9037,4,7.1034,6.1839,8.2995,0.9176,4,0.3188,0.3063,0.3429,0.017,4,0.4299,0.4242,0.4359,0.0057,4,0.5895,0.5837,0.5999,0.0076,4,0.065,0.0043,0.0147,0.0014,0.0268,0.0037,0.2657,0.2617,0.2705,0.0043,4,0.0447,0.0081,0.5163,0.5147,0.52,0.0025,4,0.0096,0.0018,0.79
SHIFTP00000000879561953097237,230321,1,0.2083,0.1635,0.2688,0.0324,12,84.7433,66.4866,109.3528,13.1696,12,39.3061,34.2464,43.989,3.0226,12,9.7927,8.3984,11.2304,0.8959,12,10.0667,8.5286,11.3281,0.8804,12,1.3025,0.725,1.889,0.3649,12,9.5905,8.2344,11.3264,0.967,12,10.2361,8.6901,11.7169,0.966,12,1.1036,0.6815,1.8164,0.3888,12,12.1937,10.4849,14.5252,1.3076,12,1.0204,0.8256,1.1625,0.0944,12,0.9843,0.841,1.1984,0.1114,12,1.2527,1.0348,1.6109,0.1636,12,0.9502,0.7935,1.0576,0.075,12,0.8342,0.6631,0.9322,0.0664,12,1.1432,0.9959,1.3369,0.1,12,0.8862,0.8596,0.9463,0.0254,12,0.7918,0.7346,0.8481,0.0376,12,5.976,4.0364,7.7799,1.3491,12,8.1624,6.0872,9.4075,0.9145,12,9.101,7.4218,10.5794,0.9197,12,9.5242,8.3008,11.2955,0.9674,12,9.7927,8.3984,11.2304,0.8959,12,9.8849,8.2356,11.1328,0.8359,12,9.7737,8.138,11.0026,0.8819,12,9.2854,7.9752,10.4492,0.935,12,7.94,5.1107,9.6028,1.367,12,7.2526,5.4354,8.4297,1.015,12,9.0264,7.4207,9.8943,0.8106,12,9.5553,7.8438,10.4476,0.7968,12,9.737,8.267,11.3264,0.9165,12,9.5905,8.2344,11.3264,0.967,12,9.3736,7.2905,11.4891,1.255,12,9.3708,7.0302,11.6844,1.2878,12,8.9396,6.542,11.3915,1.3391,12,7.2553,4.6217,9.699,1.4691,12,0.3525,0.2846,0.4066,0.0361,12,0.4175,0.4094,0.4275,0.0053,12,0.6164,0.5926,0.6413,0.0147,12,0.078,0.0095,0.0158,0.0013,0.0312,0.0038,0.2526,0.2411,0.2666,0.009,12,0.0363,0.0073,0.527,0.5171,0.5386,0.0067,12,0.0119,0.0019,2.5
SHIFTP00000000879561953097238,230321,1,0.2225,0.1462,0.2897,0.0382,16,87.1719,57.2914,113.4969,14.9736,16,38.7002,32.0436,44.5591,3.8371,16,9.4197,7.9752,11.5885,0.9737,16,9.7208,8.1054,11.5885,0.9276,16,1.1933,0.5294,2.0281,0.4139,16,10.3296,7.4207,12.6608,1.2834,16,10.7629,8.3646,12.8235,1.1819,16,1.1538,0.6316,1.6419,0.3028,16,12.6747,9.482,15.9769,1.6996,16,1.1084,0.9661,1.2696,0.0847,16,1.0974,0.9305,1.2591,0.0957,16,1.3452,1.1873,1.4803,0.1169,16,0.9651,0.8024,1.0545,0.061,16,0.8134,0.6098,0.9474,0.0825,16,1.1991,0.9241,1.5108,0.1486,16,0.8948,0.8479,0.9501,0.0228,16,0.8012,0.7376,0.8758,0.0336,16,6.0526,3.5807,7.6823,1.0249,16,7.6294,6.0547,9.4401,0.8544,16,8.5571,7.3242,10.3841,0.8925,16,9.0739,7.6172,11.1979,0.9788,16,9.4197,7.9752,11.5885,0.9737,16,9.5927,8.0729,11.5234,0.9211,16,9.5174,7.8776,11.1979,0.8491,16,9.0617,7.5195,10.4817,0.786,16,7.6029,5.3385,8.8867,0.9565,16,7.5184,5.7283,8.9179,0.9758,16,9.5078,7.1929,11.4566,1.1164,16,10.2971,7.6811,12.433,1.1836,16,10.4802,7.4533,12.7585,1.3265,16,10.3296,7.4207,12.6608,1.2834,16,10.2483,8.0066,11.9448,1.0317,16,10.1588,8.2995,11.7169,1.0757,16,9.518,7.974,11.2613,1.0354,16,7.7462,6.6721,9.1783,0.7746,16,0.3473,0.2953,0.4289,0.04,16,0.4262,0.4085,0.4616,0.0151,16,0.6078,0.5781,0.6534,0.0206,16,0.0788,0.0113,0.0164,0.0019,0.031,0.0051,0.2476,0.2085,0.267,0.0167,16,0.0403,0.0075,0.5256,0.5139,0.5456,0.0078,16,0.0124,0.003,3.56
SHIFTP00000000879561953097260,230321,1,0.2161,0.1613,0.3155,0.0328,23,88.9385,66.3992,129.8361,13.4815,23,39.6419,33.447,48.2073,3.5709,23,9.174,7.7799,11.7187,0.9234,23,9.4571,7.9427,11.7838,0.8904,23,1.2901,0.6937,2.3288,0.3647,23,10.9754,8.9179,13.4745,1.2372,23,11.5655,9.7967,14.2231,1.2028,23,1.3832,0.825,2.5258,0.4486,23,13.613,10.935,16.3988,1.4497,23,1.2294,0.9446,1.5075,0.1404,23,1.2059,0.8561,1.5358,0.1677,23,1.4944,1.0927,1.8248,0.1883,23,0.9448,0.7365,1.1417,0.098,23,0.8085,0.6826,0.9267,0.0602,23,1.1749,0.9011,1.5591,0.1536,23,0.8945,0.8133,0.9401,0.0308,23,0.7822,0.7218,0.844,0.0331,23,5.5508,3.9713,7.4218,0.877,23,7.4162,6.0547,9.8307,0.9225,23,8.3135,6.6406,10.7096,0.999,23,8.8357,7.4544,11.4257,1.0125,23,9.174,7.7799,11.7187,0.9234,23,9.2419,7.8125,11.4908,0.8636,23,9.14,7.6823,10.7421,0.839,23,8.6277,6.3802,9.8958,0.8847,23,7.1062,3.5482,8.9843,1.4546,23,7.6316,5.8585,9.5363,0.9499,23,10.0372,8.1042,12.1075,0.9731,23,11.0391,9.3085,12.7259,1.0595,23,11.1495,9.3736,13.7023,1.1699,23,10.9754,8.9179,13.4745,1.2372,23,10.7122,8.2344,13.8325,1.3085,23,10.5707,8.3646,14.0929,1.3497,23,9.7981,7.3231,12.791,1.2649,23,7.8778,4.3288,9.6665,1.3086,23,0.3416,0.2681,0.4255,0.0345,23,0.4273,0.4126,0.4706,0.0133,23,0.6024,0.5624,0.6383,0.0158,23,0.0735,0.01,0.0162,0.0026,0.0293,0.0046,0.2516,0.2067,0.2695,0.0167,23,0.0404,0.0076,0.5228,0.5144,0.538,0.0061,23,0.0113,0.0024,4.97
SHIFTP00000000879561953097261,230321,1,0.165,0.1434,0.1988,0.0238,4,86.3366,75.0556,104.0072,12.4724,4,38.7789,34.5052,48.3413,6.4213,4,9.7005,8.9518,11.1002,1.0061,4,9.969,9.2773,11.2304,0.8853,4,1.1232,0.8544,1.477,0.2935,4,9.5526,8.8528,10.35,0.7621,4,10.4802,9.5688,11.5542,0.8187,4,1.2215,0.9379,1.5784,0.2753,4,11.8162,10.4849,12.6525,0.93,4,1.0525,1.0136,1.1121,0.0433,4,0.9937,0.8063,1.1235,0.1371,4,1.2243,1.086,1.3487,0.1197,4,0.9548,0.8733,1.0145,0.063,4,0.8233,0.7713,0.8696,0.0403,4,1.1607,1.0607,1.2237,0.0763,4,0.8966,0.8792,0.9334,0.0251,4,0.7991,0.7669,0.8231,0.0269,4,6.4372,6.3151,6.6732,0.1625,4,7.959,7.4218,8.5612,0.4758,4,8.8134,8.0403,9.9609,0.8478,4,9.4238,8.6263,10.6445,0.9836,4,9.7005,8.9518,11.1002,1.0061,4,9.7168,9.082,11.1328,0.9533,4,9.6028,9.0494,10.7421,0.7712,4,9.2366,8.5286,10.4166,0.8202,4,7.7148,6.2174,8.9518,1.1416,4,6.6884,5.3052,8.3321,1.2607,4,8.926,8.2344,10.057,0.8435,4,9.8699,8.8203,11.0335,0.9084,4,10.2279,8.9504,11.5217,1.0661,4,9.5526,8.8528,10.35,0.7621,4,10.1628,9.0481,10.9358,0.7956,4,10.1872,9.5363,11.066,0.6547,4,9.5444,9.2759,9.7967,0.2741,4,7.9578,7.6811,8.3321,0.315,4,0.3402,0.3144,0.3661,0.0212,4,0.4283,0.4243,0.4305,0.0027,4,0.5977,0.5843,0.6127,0.0117,4,0.0676,0.005,0.0148,0.0012,0.028,0.0047,0.2574,0.2464,0.2719,0.0106,4,0.0409,0.004,0.5203,0.5129,0.5274,0.0059,4,0.0106,0.0026,0.66
SHIFTP00000000879561953097262,230321,1,0.213,0.1863,0.2462,0.0213,10,87.8774,76.8689,101.5842,8.8059,10,39.4671,35.4672,45.1397,2.7781,10,9.0787,8.1054,9.733,0.5908,10,9.3685,8.3333,10.1562,0.6424,10,1.1385,0.7285,1.7467,0.3583,10,10.9684,10.0896,12.9537,0.8982,10,11.4012,10.4802,13.1816,0.7775,10,1.2732,0.8219,1.8898,0.3205,10,13.4046,12.2204,16.226,1.2934,10,1.2198,1.0775,1.3201,0.084,10,1.2093,1.0768,1.3444,0.0771,10,1.4783,1.2833,1.684,0.1235,10,0.9603,0.8876,1.031,0.0526,10,0.8198,0.723,0.9357,0.0662,10,1.1805,0.9571,1.3367,0.1348,10,0.8964,0.862,0.9205,0.017,10,0.8022,0.7309,0.8463,0.0337,10,5.6836,3.3529,6.5755,1.1027,10,7.4218,6.4778,8.0078,0.4816,10,8.2422,7.194,8.8216,0.4717,10,8.7728,7.8776,9.375,0.5046,10,9.0787,8.1054,9.733,0.5908,10,9.1894,7.7474,9.9935,0.766,10,9.0983,7.6497,10.0911,0.8011,10,8.7207,7.2591,9.8307,0.7621,10,7.6106,5.8594,8.5612,0.7905,10,7.8276,6.3141,9.2108,0.9665,10,9.9301,9.1132,10.9684,0.6297,10,10.7601,10.0896,11.6844,0.5549,10,11.079,10.2198,11.9773,0.5631,10,10.9684,10.0896,12.9537,0.8982,10,10.6917,8.7226,13.0188,1.1288,10,10.7796,9.992,12.6283,0.7557,10,10.1189,9.3085,11.6519,0.6883,10,8.0456,6.7698,9.0806,0.8098,10,0.342,0.2324,0.4518,0.0625,10,0.4295,0.4025,0.4903,0.0263,10,0.6038,0.5548,0.6637,0.0317,10,0.0744,0.0132,0.0159,0.0022,0.0285,0.0047,0.2431,0.1673,0.2698,0.0314,10,0.0419,0.0124,0.525,0.5153,0.5494,0.0108,10,0.0113,0.0019,2.13
