Plot BID,date,count,AWF,AWF_MIN,AWF_MAX,AWF_SD,AWF_CNT,FRAREA,FRAREA_MIN,FRAREA_MAX,FRAREA_SD,FRAREA_CNT,FRPER,FRPER_MIN,FRPER_MAX,FRPER_SD,FRPER_CNT,FRWMH,FRWMH_MIN,FRWMH_MAX,FRWMH_SD,FRWMH_CNT,FRMAXW,FRMAXW_MIN,FRMAXW_MAX,FRMAXW_SD,FRMAXW_CNT,FWSD,FWSD_MIN,FWSD_MAX,FWSD_SD,FWSD_CNT,FRMHMW,FRMHMW_MIN,FRMHMW_MAX,FRMHMW_SD,FRMHMW_CNT,FRMH,FRMH_MIN,FRMH_MAX,FRMH_SD,FRMH_CNT,FHSD,FHSD_MIN,FHSD_MAX,FHSD_SD,FHSD_CNT,FRSPH,FRSPH_MIN,FRSPH_MAX,FRSPH_SD,FRSPH_CNT,FRSIEMAX,FRSIEMAX_MIN,FRSIEMAX_MAX,FRSIEMAX_SD,FRSIEMAX_CNT,FRSIEMID,FRSIEMID_MIN,FRSIEMID_MAX,FRSIEMID_SD,FRSIEMID_CNT,FRCSI,FRCSI_MIN,FRCSI_MAX,FRCSI_SD,FRCSI_CNT,FRPB,FRPB_MIN,FRPB_MAX,FRPB_SD,FRPB_CNT,FRDB,FRDB_MIN,FRDB_MAX,FRDB_SD,FRDB_CNT,FRSTRI,FRSTRI_MIN,FRSTRI_MAX,FRSTRI_SD,FRSTRI_CNT,FRELIP,FRELIP_MIN,FRELIP_MAX,FRELIP_SD,FRELIP_CNT,FRRECT,FRRECT_MIN,FRRECT_MAX,FRRECT_SD,FRRECT_CNT,FWID01,FWID01_MIN,FWID01_MAX,FWID01_SD,FWID01_CNT,FWID02,FWID02_MIN,FWID02_MAX,FWID02_SD,FWID02_CNT,FWID03,FWID03_MIN,FWID03_MAX,FWID03_SD,FWID03_CNT,FWID04,FWID04_MIN,FWID04_MAX,FWID04_SD,FWID04_CNT,FWID05,FWID05_MIN,FWID05_MAX,FWID05_SD,FWID05_CNT,FWID06,FWID06_MIN,FWID06_MAX,FWID06_SD,FWID06_CNT,FWID07,FWID07_MIN,FWID07_MAX,FWID07_SD,FWID07_CNT,FWID08,FWID08_MIN,FWID08_MAX,FWID08_SD,FWID08_CNT,FWID09,FWID09_MIN,FWID09_MAX,FWID09_SD,FWID09_CNT,FHT01,FHT01_MIN,FHT01_MAX,FHT01_SD,FHT01_CNT,FHT02,FHT02_MIN,FHT02_MAX,FHT02_SD,FHT02_CNT,FHT03,FHT03_MIN,FHT03_MAX,FHT03_SD,FHT03_CNT,FHT04,FHT04_MIN,FHT04_MAX,FHT04_SD,FHT04_CNT,FHT05,FHT05_MIN,FHT05_MAX,FHT05_SD,FHT05_CNT,FHT06,FHT06_MIN,FHT06_MAX,FHT06_SD,FHT06_CNT,FHT07,FHT07_MIN,FHT07_MAX,FHT07_SD,FHT07_CNT,FHT08,FHT08_MIN,FHT08_MAX,FHT08_SD,FHT08_CNT,FHT09,FHT09_MIN,FHT09_MAX,FHT09_SD,FHT09_CNT,FEXTL,FEXTL_MIN,FEXTL_MAX,FEXTL_SD,FEXTL_CNT,FEXTA,FEXTA_MIN,FEXTA_MAX,FEXTA_SD,FEXTA_CNT,FEXTB,FEXTB_MIN,FEXTB_MAX,FEXTB_SD,FEXTB_CNT,SFEXTL_SD_AVG,SFEXTL_SD_SD,SFEXTA_SD_AVG,SFEXTA_SD_SD,SFEXTB_SD_AVG,SFEXTB_SD_SD,FEXTHUE,FEXTHUE_MIN,FEXTHUE_MAX,FEXTHUE_SD,FEXTHUE_CNT,SFEXTHUE_SD_AVG,SFEXTHUE_SD_SD,FEXTCHR,FEXTCHR_MIN,FEXTCHR_MAX,FEXTCHR_SD,FEXTCHR_CNT,SFEXTCHR_SD_AVG,SFEXTCHR_SD_SD,GRWT
SHIFTP00000000879561953259697,230321,1,0.2264,0.1783,0.2605,0.025,11,85.4099,67.2807,98.2718,9.4292,11,39.1821,35.5154,42.1895,1.8409,11,10.1385,8.6914,11.4908,0.974,11,10.3426,8.9192,11.6211,0.9863,11,1.2547,0.7533,1.857,0.3891,11,9.1783,6.1188,11.0335,1.3183,11,10.057,8.267,11.6519,0.9319,11,1.0855,0.7535,1.5894,0.2413,11,11.4654,8.244,13.6116,1.4522,11,0.9811,0.8124,1.2472,0.139,11,0.91,0.6482,1.181,0.1448,11,1.1361,0.8733,1.457,0.1549,11,0.9321,0.7387,1.0458,0.0871,11,0.8237,0.7394,0.9129,0.0522,11,1.1353,0.8786,1.2704,0.1223,11,0.8954,0.8479,0.9549,0.0368,11,0.7878,0.7471,0.829,0.0296,11,6.5222,5.664,7.2916,0.5951,11,8.3185,7.3242,9.1146,0.5701,11,9.3247,8.3333,10.5468,0.7874,11,9.8514,8.5612,11.3606,0.9364,11,10.1385,8.6914,11.4908,0.974,11,10.1681,8.789,11.5559,0.9769,11,9.9846,8.8541,11.5885,0.9926,11,9.4253,8.0078,11.1653,1.0715,11,7.9575,5.664,9.9283,1.2701,11,6.9739,5.7608,7.8438,0.7082,11,8.8232,7.7137,10.1872,0.8729,11,9.5185,8.0066,11.1962,1.0537,11,9.6399,8.2344,11.6193,1.0536,11,9.1783,6.1188,11.0335,1.3183,11,9.273,6.8674,10.7405,1.0766,11,9.5156,8.0066,10.9358,0.8553,11,8.9357,7.7788,10.1547,0.8223,11,7.1515,5.2401,9.1132,1.0919,11,0.2897,0.2621,0.325,0.0206,11,0.4417,0.4272,0.4772,0.0131,11,0.5726,0.5551,0.5926,0.0104,11,0.0645,0.0075,0.0149,0.0034,0.0244,0.0042,0.2678,0.2096,0.2842,0.0205,11,0.0485,0.011,0.5118,0.5069,0.5179,0.0036,11,0.0091,0.0034,2.49
SHIFTP00000000879561953259698,230321,1,0.1957,0.1421,0.244,0.028,14,79.0776,57.4032,98.5737,11.3113,14,36.8864,32.6866,42.1645,2.5766,14,10.0028,8.138,11.4583,0.9153,14,10.1237,8.2031,11.4583,0.8733,14,1.4013,0.6525,2.1087,0.3804,14,9.2806,6.5745,11.9773,1.5412,14,9.7246,7.8764,12.1726,1.2708,14,1.2046,0.5706,1.8732,0.3971,14,11.6373,8.5702,15.4621,1.8906,14,0.9684,0.7422,1.2816,0.1612,14,0.9347,0.7173,1.2478,0.1785,14,1.1703,0.9125,1.6102,0.2077,14,0.8689,0.7358,0.9963,0.0904,14,0.796,0.6686,0.908,0.0598,14,1.0955,0.9088,1.3186,0.1242,14,0.9156,0.8646,0.9547,0.0308,14,0.7783,0.7147,0.8402,0.0349,14,6.0663,4.72,7.3893,0.9128,14,7.9497,6.6406,9.2773,0.8301,14,9.1192,7.6172,10.5143,0.905,14,9.7586,7.9427,11.2304,0.9878,14,10.0028,8.138,11.4583,0.9153,14,9.933,8.1054,11.2955,0.7955,14,9.5005,8.138,10.5794,0.6945,14,8.6402,7.0963,9.6028,0.7,14,6.8499,4.6549,8.3659,1.1172,14,6.1932,4.7844,8.8854,1.3042,14,8.067,6.3141,10.1221,1.217,14,8.9225,7.1278,10.6103,1.1807,14,9.3829,7.7787,12.1075,1.3785,14,9.2806,6.5745,11.9773,1.5412,14,9.2736,6.6721,11.9122,1.4179,14,9.1202,7.1929,11.5217,1.1822,14,8.3855,6.6396,10.3174,1.069,14,6.6233,4.9146,8.8528,1.1704,14,0.2793,0.2414,0.3091,0.0199,14,0.4444,0.4342,0.4907,0.0143,14,0.5671,0.5386,0.5798,0.0119,14,0.0678,0.0083,0.0144,0.0019,0.0233,0.0049,0.2706,0.1743,0.2915,0.0287,14,0.0499,0.0106,0.5099,0.5042,0.5153,0.0033,14,0.008,0.0022,2.74
SHIFTP00000000879561953259699,230321,1,0.2256,0.1578,0.3096,0.0429,9,95.9711,67.1366,131.7219,18.264,9,40.8482,34.9946,47.6449,4.4256,9,9.7222,8.4635,11.6862,1.1194,9,9.9247,8.6588,11.6862,0.9873,9,1.0864,0.8195,1.5165,0.2164,9,11.3047,9.2759,12.9863,1.0989,9,11.5795,9.3736,13.2467,1.154,9,1.3416,0.8628,2.2226,0.4624,9,13.9045,11.3007,15.7084,1.3829,9,1.1698,0.9735,1.2607,0.0928,9,1.1687,0.9673,1.3125,0.1052,9,1.4376,1.2102,1.6101,0.1351,9,0.9281,0.8031,1.0109,0.0619,9,0.8475,0.75,0.9675,0.0637,9,1.0995,0.893,1.2322,0.0956,9,0.9093,0.8939,0.9243,0.0114,9,0.8044,0.7392,0.8557,0.0369,9,6.7925,5.664,9.5377,1.279,9,8.2537,6.8685,10.6445,1.2747,9,8.9446,7.6497,10.8724,1.2294,9,9.4111,8.138,11.5234,1.2326,9,9.7222,8.4635,11.6862,1.1194,9,9.8379,8.6263,11.6211,0.9845,9,9.6173,8.3659,11.3606,0.8828,9,8.988,8.0078,10.7096,0.8542,9,7.4399,6.1849,8.8541,0.9207,9,7.9596,5.891,10.4476,1.7845,9,10.0173,7.6486,12.6608,1.5449,9,11.0154,8.6575,12.9863,1.2369,9,11.3047,9.2434,12.9212,1.1627,9,11.3047,9.2759,12.9863,1.0989,9,11.2432,9.0481,13.0188,1.2086,9,10.755,9.0481,12.1075,0.9334,9,10.0173,8.1693,11.1636,0.9528,9,8.1223,6.5094,9.6339,0.9273,9,0.3141,0.2823,0.3479,0.0235,9,0.4427,0.4197,0.4998,0.0241,9,0.5888,0.5703,0.6095,0.0138,9,0.0703,0.0069,0.02,0.0105,0.0254,0.0036,0.2398,0.1481,0.2711,0.0405,9,0.0464,0.018,0.5216,0.513,0.5369,0.0095,9,0.0119,0.0056,2.03
SHIFTP00000000879561953259700,230321,1,0.2314,0.1697,0.292,0.0484,7,94.3849,69.202,119.0729,19.7541,7,40.9622,34.7487,47.7108,4.875,7,10.319,7.6823,11.7187,1.5308,7,10.4957,7.8776,11.914,1.5465,7,1.2356,0.6068,1.9158,0.4065,7,9.8478,8.8203,11.5217,0.9539,7,10.6243,9.2759,12.0424,0.9479,7,1.0693,0.9235,1.393,0.1623,7,12.1909,11.2226,14.6764,1.1509,7,1.0263,0.9029,1.3056,0.1375,7,0.97,0.7633,1.2413,0.1487,7,1.1996,1.0266,1.5286,0.1746,7,0.9039,0.7839,1.0226,0.0861,7,0.8915,0.8278,0.9619,0.0559,7,1.0193,0.8344,1.2313,0.1368,7,0.8886,0.8376,0.9135,0.025,7,0.7941,0.7333,0.8215,0.0292,7,6.9336,4.8828,8.3984,1.4273,7,9.1564,7.3893,10.3515,1.1505,7,9.9795,7.7799,11.263,1.2712,7,10.319,7.8125,11.7187,1.4482,7,10.319,7.6823,11.7187,1.5308,7,10.1748,7.5521,11.7513,1.6121,7,9.8772,7.5195,11.8489,1.7065,7,9.3657,6.9661,11.7838,1.9098,7,7.9613,5.5989,10.7421,1.9725,7,7.6346,4.8495,9.0806,1.4039,7,9.3643,6.4443,10.7405,1.4382,7,10.0245,8.2344,10.9033,0.9276,7,10.1593,8.8203,10.9684,0.7569,7,9.8478,8.8203,11.5217,0.9539,7,10.057,8.8528,11.6193,1.0962,7,10.2291,9.0155,12.0099,1.0824,7,9.6665,8.7552,11.2287,0.8274,7,7.881,6.9976,8.8854,0.6023,7,0.3126,0.2644,0.3402,0.0303,7,0.4394,0.4223,0.4848,0.025,7,0.5878,0.5436,0.6119,0.0259,7,0.0711,0.0076,0.0171,0.0038,0.027,0.006,0.2438,0.193,0.271,0.0273,7,0.0511,0.0204,0.5198,0.5146,0.5262,0.0054,7,0.0116,0.0015,1.62
SHIFTP00000000879561953259701,230321,1,0.2133,0.1741,0.2511,0.0385,3,91.6967,74.822,107.9188,16.5581,3,40.3811,38.2093,41.6696,1.8917,3,8.8541,7.487,10.4492,1.4942,3,9.2556,8.1054,10.8398,1.4179,3,1.1702,1.0611,1.297,0.1189,3,11.5108,10.708,12.2702,0.782,3,11.9122,11.3589,12.7259,0.7197,3,1.3033,0.9063,1.6407,0.3708,3,14.1824,13.6559,15.1493,0.8385,3,1.3063,1.0749,1.4426,0.2014,3,1.3195,1.1058,1.4302,0.1851,3,1.6328,1.3069,1.8355,0.2851,3,1.0034,0.9094,1.0696,0.0836,3,0.7877,0.6957,0.8598,0.0839,3,1.2876,1.1262,1.5375,0.2194,3,0.8857,0.832,0.9344,0.0514,3,0.8089,0.7852,0.8423,0.0297,3,5.5772,4.069,6.9336,1.4383,3,7.0529,5.2083,8.9843,1.8895,3,8.0403,6.4778,9.7656,1.6499,3,8.5937,7.1289,10.2213,1.5526,3,8.8541,7.487,10.4492,1.4942,3,9.0386,7.8125,10.5468,1.3888,3,9.1688,8.0403,10.7421,1.4048,3,8.8758,7.845,10.7747,1.6465,3,7.9427,6.25,10.0911,1.9607,3,8.5924,7.7462,9.0155,0.7329,3,10.8924,10.6429,11.3264,0.3772,3,11.7061,11.3264,12.3679,0.5752,3,11.7929,11.1311,12.6283,0.7635,3,11.5108,10.708,12.2702,0.782,3,11.0443,10.1547,12.2377,1.0742,3,10.8599,9.6339,12.2377,1.3085,3,10.1004,8.5273,11.4891,1.4895,3,8.3971,7.1278,9.1457,1.1052,3,0.3246,0.2971,0.3521,0.0275,3,0.4398,0.421,0.4756,0.031,3,0.5906,0.5713,0.6027,0.0169,3,0.0704,0.0046,0.02,0.0085,0.0296,0.0018,0.238,0.1841,0.2653,0.0466,3,0.053,0.0204,0.5216,0.5182,0.5263,0.0042,3,0.0117,0.0026,0.64
SHIFTP00000000879561953259702,230321,1,0.3129,0.2552,0.4087,0.0669,7,114.142,93.118,149.1057,24.4207,7,43.7096,38.1723,49.3635,4.4987,7,10.7328,9.6679,12.1093,0.9667,7,10.8817,9.8632,12.1744,0.9151,7,1.3181,1.0576,1.7671,0.2807,7,11.9169,9.3736,14.3858,2.07,7,12.5539,10.4802,14.6136,1.7663,7,1.3398,0.9121,2.1679,0.4101,7,14.5508,11.0635,17.7071,2.4393,7,1.1518,1.0124,1.3321,0.1095,7,1.1083,0.8673,1.3321,0.1467,7,1.3556,1.0237,1.6522,0.1896,7,0.9239,0.7832,1.0128,0.0745,7,0.8386,0.7946,0.8726,0.0284,7,1.1046,0.8975,1.2458,0.1169,7,0.9076,0.8917,0.9373,0.0172,7,0.8006,0.7661,0.8357,0.0227,7,6.9847,4.8177,8.8541,1.4904,7,9.0215,7.6823,10.5143,1.0974,7,10.0539,8.6263,11.4583,1.0269,7,10.5608,9.1471,11.9791,1.0586,7,10.7328,9.6679,12.1093,0.9667,7,10.6445,9.7981,11.914,0.822,7,10.4352,9.8307,11.5559,0.6496,7,9.8679,9.4075,10.97,0.5766,7,8.2449,6.3476,9.3099,0.9694,7,8.6203,7.7137,10.9033,1.102,7,10.7963,8.3646,12.8561,1.7443,7,11.703,8.8528,14.1905,2.1984,7,11.9494,9.7641,14.5485,2.2321,7,11.9169,9.3736,14.3858,2.07,7,12.0564,10.4802,13.7349,1.3187,7,11.8146,10.2523,13.8651,1.3008,7,11.1404,9.6665,13.149,1.3883,7,9.0388,7.7137,11.5868,1.5613,7,0.332,0.2981,0.3651,0.0251,7,0.425,0.416,0.432,0.0062,7,0.597,0.5829,0.6144,0.0121,7,0.0727,0.0106,0.0149,0.0016,0.0261,0.004,0.2625,0.2566,0.2677,0.0045,7,0.0381,0.0056,0.5186,0.5133,0.5251,0.0046,7,0.0094,0.0017,2.19
SHIFTP00000000879561953259703,230321,1,0.2067,0.1478,0.2879,0.0448,9,87.0487,62.272,121.2612,18.8888,9,38.4815,31.6719,45.0548,4.5349,9,9.4256,7.0963,11.6211,1.2721,9,9.6752,7.5846,11.7187,1.1587,9,0.9552,0.7353,1.134,0.1499,9,9.9015,7.974,11.0335,0.9854,9,10.5344,8.6575,11.9773,1.1923,9,0.991,0.7418,1.3616,0.1799,9,12.2799,9.7365,13.573,1.3295,9,1.0947,0.9182,1.253,0.113,9,1.0612,0.9237,1.3347,0.1308,9,1.3134,1.1334,1.5685,0.1433,9,0.9726,0.8775,1.0505,0.0639,9,0.8659,0.7845,0.9412,0.0469,9,1.1274,0.9743,1.2568,0.1119,9,0.8992,0.879,0.928,0.0163,9,0.8262,0.7887,0.863,0.022,9,6.7274,5.1107,8.431,0.9766,9,8.1922,6.0547,10.9375,1.4289,9,8.9409,6.5755,11.6211,1.4782,9,9.2845,6.7708,11.6862,1.4442,9,9.4256,7.0963,11.6211,1.2721,9,9.4545,7.3242,11.5234,1.1231,9,9.4256,7.5846,11.6211,1.0954,9,9.129,7.4544,11.1653,1.0794,9,7.9065,6.4127,9.2122,0.8753,9,7.5618,5.891,9.1783,1.2555,9,9.4387,7.8438,11.1311,1.1486,9,10.1547,8.2019,11.7495,1.2916,9,10.1475,8.1042,11.9122,1.2875,9,9.9015,7.974,11.0335,0.9854,9,10.1438,8.6575,11.066,0.9787,9,10.18,8.5599,11.5217,1.1774,9,9.5435,8.2019,10.6754,0.9512,9,8.0572,6.9976,9.2434,0.8365,9,0.3153,0.2633,0.3607,0.0306,9,0.4371,0.4194,0.4866,0.0214,9,0.585,0.549,0.6055,0.0174,9,0.0645,0.006,0.0161,0.0036,0.0257,0.0022,0.2526,0.1807,0.2773,0.0293,9,0.049,0.0207,0.517,0.511,0.5212,0.0033,9,0.0096,0.0017,1.86
SHIFTP00000000879561953259704,230321,1,0.27,0.2486,0.2914,0.0303,2,107.5607,99.0282,116.0931,12.0667,2,43.1655,41.745,44.586,2.0089,2,10.0097,9.7005,10.319,0.4373,2,10.2376,9.9609,10.5143,0.3913,2,0.9211,0.7321,1.1101,0.2673,2,12.0099,11.1636,12.8561,1.1967,2,12.1401,11.424,12.8561,1.0126,2,1.0529,0.8544,1.2514,0.2807,2,14.8759,14.2106,15.5413,0.941,2,1.1848,1.1469,1.2227,0.0536,2,1.1984,1.1508,1.2459,0.0672,2,1.4855,1.4649,1.5061,0.0291,2,0.9823,0.9748,0.9899,0.0107,2,0.8712,0.8297,0.9128,0.0588,2,1.1297,1.0846,1.1749,0.0639,2,0.9093,0.9064,0.9123,0.0042,2,0.8486,0.8355,0.8618,0.0186,2,7.2428,6.8034,7.6823,0.6215,2,8.7077,8.5612,8.8541,0.2072,2,9.3912,9.3099,9.4726,0.1151,2,9.8144,9.5703,10.0586,0.3453,2,10.0097,9.7005,10.319,0.4373,2,10.1725,9.8632,10.4817,0.4373,2,10.1074,9.9283,10.2864,0.2532,2,9.8307,9.6028,10.0586,0.3222,2,8.7565,8.2682,9.2448,0.6905,2,9.4387,8.9179,9.9594,0.7365,2,11.0823,10.2523,11.9122,1.1737,2,11.7332,10.8382,12.6283,1.2658,2,11.896,11.1962,12.5957,0.9896,2,12.0099,11.1636,12.8561,1.1967,2,11.9122,11.2287,12.5957,0.9666,2,11.8309,11.3915,12.2702,0.6214,2,11.1636,10.8056,11.5217,0.5063,2,9.162,9.0806,9.2434,0.1151,2,0.3259,0.3041,0.3478,0.0309,2,0.4328,0.4262,0.4395,0.0094,2,0.5814,0.5696,0.5933,0.0168,2,0.0644,0.0037,0.0139,0.0006,0.0247,0.004,0.2721,0.2657,0.2785,0.0091,2,0.0438,0.0051,0.513,0.509,0.5169,0.0056,2,0.0085,0.0021,0.54
SHIFTP00000000879561953259705,230321,1,0.24,0.196,0.284,0.0623,2,91.2472,74.5047,107.9898,23.6776,2,42.3527,41.2431,43.4623,1.5692,2,9.8144,9.7656,9.8632,0.0691,2,10.205,9.9283,10.4817,0.3913,2,1.4367,0.9978,1.8756,0.6207,2,9.3573,6.9325,11.782,3.4291,2,11.0009,9.5688,12.433,2.0253,2,1.1307,1.12,1.1414,0.0151,2,13.588,12.0741,15.1019,2.141,2,1.075,0.9638,1.1862,0.1572,2,0.9547,0.7029,1.2065,0.3561,2,1.3853,1.2241,1.5464,0.2279,2,0.9226,0.8152,1.03,0.1519,2,0.8956,0.8779,0.9133,0.0251,2,1.0282,0.9286,1.1277,0.1408,2,0.8809,0.8744,0.8875,0.0092,2,0.7705,0.7261,0.815,0.0628,2,7.1777,7.0638,7.2916,0.1611,2,8.789,8.6588,8.9192,0.1841,2,9.4401,9.4075,9.4726,0.046,2,9.733,9.6354,9.8307,0.1381,2,9.8144,9.7656,9.8632,0.0691,2,9.8958,9.8632,9.9283,0.046,2,9.9283,9.4401,10.4166,0.6905,2,9.0494,8.0403,10.0586,1.4271,2,5.7942,3.8086,7.7799,2.8082,2,7.5997,6.4118,8.7877,1.68,2,8.9179,7.4858,10.35,2.0253,2,9.6177,8.0391,11.1962,2.2324,2,10.0245,8.4622,11.5868,2.2094,2,9.3573,6.9325,11.782,3.4291,2,10.9358,9.5688,12.3028,1.9332,2,10.7568,9.2108,12.3028,2.1864,2,9.9594,8.2344,11.6844,2.4395,2,7.9415,6.1514,9.7316,2.5316,2,0.3356,0.3269,0.3444,0.0124,2,0.4287,0.4277,0.4296,0.0014,2,0.5935,0.5897,0.5972,0.0053,2,0.0704,0.0008,0.0158,0.0013,0.0277,0.0016,0.2599,0.253,0.2668,0.0098,2,0.0371,0.0003,0.5181,0.5155,0.5206,0.0036,2,0.01,0.001,0.48
SHIFTP00000000879561953259706,230321,1,0.4817,0.4368,0.554,0.0438,6,123.0939,111.6206,141.5867,11.2036,6,47.5672,45.1746,51.4132,2.4458,6,11.1436,9.7656,12.0117,0.8324,6,11.3769,10.1562,12.5,0.8139,6,1.5933,1.2062,2.1976,0.3968,6,12.3842,11.066,13.6698,0.8979,6,13.3389,12.4981,13.8,0.5115,6,1.5506,1.1472,1.8148,0.2477,6,15.5091,13.7829,16.578,1.1515,6,1.1767,1.104,1.3363,0.0854,6,1.1176,0.9288,1.3298,0.1281,6,1.3983,1.2082,1.6332,0.1484,6,0.9704,0.8907,1.0133,0.0439,6,0.7688,0.6154,0.8726,0.0917,6,1.2784,1.1366,1.625,0.177,6,0.8943,0.8572,0.9123,0.0205,6,0.7904,0.7531,0.8181,0.0287,6,6.3368,4.5573,7.487,0.9767,6,8.572,6.7708,10.4817,1.2762,6,9.8687,8.6263,11.5559,1.0955,6,10.7476,9.2448,11.914,0.9727,6,11.1436,9.7656,12.0117,0.8324,6,11.1762,10.026,12.1744,0.7295,6,11.149,10.0911,12.4674,0.7793,6,10.7964,9.8958,11.914,0.6784,6,9.1091,8.3984,9.8958,0.5537,6,8.6358,7.6811,9.341,0.6909,6,11.1908,10.1872,12.3353,0.7725,6,12.3299,11.3264,13.6372,0.8261,6,12.9375,12.3353,13.7674,0.5124,6,12.3842,11.066,13.6698,0.8979,6,12.7476,10.5778,13.6047,1.1195,6,12.4764,11.4566,13.1165,0.632,6,11.2179,9.8292,12.1075,0.8896,6,9.3736,7.9089,10.4802,0.8813,6,0.3601,0.3475,0.3903,0.0165,6,0.42,0.4159,0.4299,0.0051,6,0.6086,0.5937,0.6182,0.0091,6,0.0674,0.0058,0.0157,0.0015,0.0277,0.002,0.255,0.2476,0.2618,0.005,6,0.0349,0.004,0.5233,0.5187,0.5279,0.0035,6,0.0105,0.001,2.89
SHIFTP00000000879561953259739,230321,1,0.2365,0.1993,0.3301,0.0309,20,97.601,82.2436,136.2263,12.7517,20,43.2442,37.207,53.0589,4.3414,20,10.1448,8.5286,12.9882,1.0098,20,10.3645,8.6914,13.0859,1.009,20,1.3044,0.8181,2.3007,0.4088,20,10.8479,6.4443,13.5396,1.4161,20,11.6535,9.992,13.5396,0.9384,20,1.3476,0.8299,2.4047,0.3909,20,13.6648,11.4595,17.4058,1.5681,20,1.1336,0.9028,1.3504,0.1352,20,1.0778,0.5874,1.3637,0.1614,20,1.3561,1.0446,1.6855,0.1781,20,0.9088,0.4633,1.0061,0.1211,20,0.8239,0.7003,0.9532,0.0574,20,1.1097,0.5451,1.4292,0.1751,20,0.8868,0.807,0.9387,0.04,20,0.7825,0.7003,0.8309,0.0445,20,6.4974,4.3294,7.9427,0.8443,20,8.3349,7.2265,9.9283,0.7771,20,9.3473,8.0403,12.0768,0.9966,20,9.8584,8.3333,13.0208,1.0706,20,10.1448,8.5286,12.9882,1.0098,20,10.2311,8.6263,12.5325,0.9413,20,10.0016,8.5286,12.0442,0.9963,20,9.209,4.5247,10.7421,1.4353,20,7.736,4.6875,9.5052,1.2474,20,7.9545,6.1839,9.3736,0.9022,20,10.1465,7.8438,11.5217,0.8113,20,10.9423,9.341,12.9537,0.9253,20,10.9,7.4533,13.507,1.2848,20,10.8479,6.4443,13.5396,1.4161,20,10.9814,8.4622,13.1816,1.0625,20,10.9309,9.0806,12.5306,1.0229,20,10.0505,7.3231,11.9773,1.2415,20,7.9952,6.2816,10.708,1.1939,20,0.3321,0.2792,0.4039,0.0306,20,0.4247,0.4115,0.433,0.0063,20,0.5979,0.5768,0.6331,0.0154,20,0.0706,0.0127,0.0155,0.0018,0.0293,0.0056,0.2639,0.2453,0.2784,0.0093,20,0.0386,0.0063,0.5191,0.5103,0.5346,0.0066,20,0.0109,0.0029,4.73
SHIFTP00000000879561953259740,230321,1,0.2265,0.143,0.3382,0.05,26,91.6202,57.8492,136.7708,20.2418,26,40.2058,32.2087,51.0267,4.9493,26,10.4216,7.3893,14.2903,1.4498,26,10.5493,7.6172,14.388,1.4225,26,1.2284,0.637,2.7038,0.4006,26,9.7691,7.1929,13.3118,1.5856,26,10.4802,8.2995,13.4419,1.3677,26,1.1727,0.4985,2.7202,0.4809,26,12.0894,8.4569,17.0696,1.8574,26,0.999,0.8437,1.2153,0.1016,26,0.9435,0.6386,1.1232,0.1291,26,1.1679,0.7755,1.4082,0.1518,26,0.8851,0.6834,0.9967,0.0722,26,0.8461,0.6492,0.9375,0.0645,26,1.0505,0.79,1.24,0.1022,26,0.9074,0.837,0.9701,0.03,26,0.7959,0.6907,0.856,0.0397,26,7.0775,4.6224,9.8307,1.2034,26,8.7815,6.4778,11.6211,1.1258,26,9.6955,6.901,12.5651,1.2906,26,10.2426,7.194,13.6067,1.4181,26,10.4216,7.3893,14.2903,1.4498,26,10.3615,7.5521,13.7044,1.3555,26,9.9922,7.5195,12.3372,1.1993,26,9.1684,7.1289,11.6862,1.0757,26,7.5934,5.7291,10.026,1.0758,26,7.2918,5.6306,8.8854,0.8609,26,9.1445,7.7137,10.8056,0.8813,26,9.9218,7.4207,12.3679,1.226,26,9.8893,7.0953,12.9212,1.5183,26,9.7691,7.1929,13.3118,1.5856,26,10.0195,7.5509,13.0839,1.4846,26,9.9356,7.2254,11.9773,1.2819,26,9.2071,7.258,11.4891,1.1291,26,7.3344,4.9146,9.9269,1.1314,26,0.3278,0.2554,0.3879,0.0279,26,0.4334,0.4179,0.5085,0.0172,26,0.5884,0.5505,0.6175,0.0139,26,0.0701,0.0095,0.0154,0.0036,0.026,0.0041,0.2581,0.1319,0.2781,0.028,26,0.0422,0.009,0.5173,0.51,0.53,0.0053,26,0.0101,0.003,5.89
